route,ellipse_asset_class_group_desc,ellipse_asset_class_desc,ellipse_asset_number,fms_failure_count_per_asset_6m_2020,count_service_affecting_faults_6m_2020,is_in_radar,group_class
LNW South,S&C (Signalling),Point Operating Equipment,19039329,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2034122,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,7919975,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,17336305,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,18737751,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761691,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1872795,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2406043,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2494954,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,548768,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,552833,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1752504,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765321,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761741,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765335,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765349,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1441911,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1655155,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1959628,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1976480,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1769596,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1769831,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2829292,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1653203,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,10330893,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,839480,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,18808270,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2116876,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1762394,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,695245,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,563769,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2406037,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1976485,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2954464,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765367,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1653267,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1715265,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2434924,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2456311,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2494945,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,10276065,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,10374156,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,10681826,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,7891031,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2669609,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2494948,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1971296,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1860368,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,839507,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,839468,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765396,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761604,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557133,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,558515,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,18948330,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557490,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,548744,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761605,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,10160498,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1653136,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761746,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557431,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,839580,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1715090,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557477,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761681,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,839482,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,839551,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,973321,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,9239513,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,10275987,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,866067,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2494956,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1653201,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1861123,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2444311,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557273,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,762231,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2829295,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2566257,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765350,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,865238,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1571206,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2412524,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1769886,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1762395,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1814367,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1957304,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1850191,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1715274,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2528536,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,17204745,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,695395,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765377,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,6454829,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,558416,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2904118,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2878445,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,548731,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2523859,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1860358,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761722,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,10276036,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557238,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557132,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,560591,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,865966,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765388,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557645,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761713,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,19039327,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2467878,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,7878570,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2562187,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,839503,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1814941,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2528672,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1860363,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2489551,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,548723,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,761718,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,548756,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,7924150,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,19039326,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2481815,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,547983,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,558680,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,7789656,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2523924,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1861137,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1814417,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1715091,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1653212,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,563719,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,Signalling,TC - DC,563215,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815164,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,2561725,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,7889919,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,18910317,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7919985,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7919950,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1718771,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,884691,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,560236,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,558740,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,9215287,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7889920,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,2561733,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815232,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,884712,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,565187,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,563013,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558199,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,840343,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,886204,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1294611,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,4857864,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,558752,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,564867,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,10435296,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7438923,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,884689,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,565012,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558059,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,10689257,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7923689,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7920054,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815249,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1751477,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,840554,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,7889947,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7889917,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,564863,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,565225,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,564828,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815168,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815169,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,2034022,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,558785,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,565107,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,840563,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,884735,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815181,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,2033733,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,6786629,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,9215278,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,9246093,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,4857865,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,2034099,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,2033737,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,884694,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,17924133,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,9215279,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815158,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,840545,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,560417,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,560378,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,560402,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,9612264,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,4825491,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,884835,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558765,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,7919946,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7044915,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,6791510,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,2034031,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1718778,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,884727,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815194,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,558863,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,563463,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,884728,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,9612204,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,4825563,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558409,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,840578,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,884673,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1769728,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,2420332,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,18995063,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7920050,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,2033752,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1295215,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,840443,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,565007,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,560359,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,840548,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,565228,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,560353,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558786,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815192,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,9612035,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,840368,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,558799,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558763,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,564820,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1718680,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815241,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7919945,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,9611957,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,2033741,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,9612226,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,840541,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,884601,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815198,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,15009263,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7920056,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815231,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,884833,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,840591,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,7438926,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,565011,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,563036,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558807,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558781,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558792,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1718733,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815184,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815228,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,6786625,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7439001,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,7788409,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7920051,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,9612113,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,9254031,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,2033852,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558745,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,9215286,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1814908,1,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,565189,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,884607,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,884625,1,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,7919949,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,4825828,1,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,840569,1,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558164,1,0,False,Signalling - TC - DC
